beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
3-Way IPA (2013),American IPA,12,0.067,N/A,206,Fort George Brewery,Astoria,OR
Tender Loving Empire NWPA,American Pale Ale (APA),12,0.058,N/A,206,Fort George Brewery,Astoria,OR
Quick Wit Belgianesque Ale,Witbier,12,0.052,N/A,206,Fort George Brewery,Astoria,OR
Sunrise Oatmeal Pale Ale,American Pale Ale (APA),12,0.055,N/A,206,Fort George Brewery,Astoria,OR
Cavatica Stout,American Double / Imperial Stout,12,0.088,N/A,206,Fort George Brewery,Astoria,OR
1811 Lager,American Amber / Red Lager,12,0.051,N/A,206,Fort George Brewery,Astoria,OR
Vortex IPA,American IPA,12,0.07%,97,206,Fort George Brewery,Astoria,OR
Fort Pitt Ale,American Amber / Red Ale,12,,N/A,151,Fort Pitt Brewing Company,Latrobe PA,
Park,American Pale Wheat Ale,12,0.05%,19,4,Fort Point Beer Company,San Francisco,CA
Westfalia,American Amber / Red Ale,12,0.056,16,4,Fort Point Beer Company,San Francisco,CA
KSA,Kölsch,13.5,0.046,17,4,Fort Point Beer Company,San Francisco,CA
Villager,American IPA,12,0.063,42,4,Fort Point Beer Company,San Francisco,CA
Dirty Bastard,Scotch Ale / Wee Heavy,12,0.085,50,15,Founders Brewing Company,Grand Rapids,MI
Centennial IPA,American IPA,16.9,0.072,65,15,Founders Brewing Company,Grand Rapids,MI
All Day IPA,American IPA,12,0.047,42,15,Founders Brewing Company,Grand Rapids,MI
El Chingon IPA,American IPA,12,0.08%,73,287,Four Corners Brewing Company,Dallas,TX
Block Party Robust Porter,American Porter,12,0.057,40,287,Four Corners Brewing Company,Dallas,TX
Local Buzz,American Blonde Ale,12,0.052,20,287,Four Corners Brewing Company,Dallas TX,
Feel Like Maplin' Love,Oatmeal Stout,12,0.055,N/A,22,Four Fathers Brewing,Valparaiso,IN
Father's Beer,Belgian Pale Ale,12,0.05,N/A,22,Four Fathers Brewing,Valparaiso,IN
The 26th,American IPA,12,0.06,N/A,22,Four Fathers Brewing,Valparaiso,IN
The Gadget,American IPA,12,0.064,90,22,Four Fathers Brewing,Valparaiso,IN
Leprechaun Lager,American Pale Lager,12,0.04%,N/A,348,Four Horsemen Brewing Company,South Bend,IN
Sunbru Kölsch,Kölsch,12,0.052,17,160,Four Peaks Brewing Company,Tempe,AZ
Kilt Lifter Scottish-Style Ale,,12,0.06,21,160,Four Peaks Brewing Company,Tempe,AZ
Pumpkin Porter,American Porter,12,0.051,N/A,160,Four Peaks Brewing Company,Tempe,AZ
Four Peaks Peach Ale,Fruit / Vegetable Beer,12,0.042,9,160,Four Peaks Brewing Company,Tempe,AZ
Hop Knot IPA,American IPA,11.2,0.067,47,160,Four Peaks Brewing Company,Tempe,AZ
Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12,0.06,21,160,Four Peaks Brewing Company,Tempe,AZ
Sunbru Kölsch,Kölsch,12,0.052,N/A,160,Four Peaks Brewing Company,Tempe,AZ
Four String Vanilla Porter,American Porter,12,0.06,N/A,105,Four String Brewing Company,Columbus,OH
Suncaster Summer Wheat,American Pale Wheat Ale,12,0.05%,28,105,Four String Brewing Company,Columbus,OH
Brass Knuckle Pale Ale,American Pale Ale (APA),12,0.057,36,105,Four String Brewing Company,Columbus,OH
Big Star White IPA,American White IPA,12,0.07,70,105,Four String Brewing Company,Columbus,OH
Old Detroit,American Amber / Red Ale,12,0.06%,N/A,253,Frankenmuth Brewery,Frankenmuth,MI
Batch 69 IPA,American IPA,12,0.069,69,253,Frankenmuth Brewery,Frankenmuth MI,
Twisted Helles Summer Lager,Munich Helles Lager,12,0.055,18,253,Frankenmuth Brewery,Frankenmuth,MI
OktoberFiesta,,12,0.053,27,66,Freetail Brewing Company,San Antonio,TX
Texicali,American Brown Ale,12,0.07%,33,66,Freetail Brewing Company,San Antonio,TX
Pinata Protest,Witbier,12,0.06,N/A,66,Freetail Brewing Company,San Antonio,TX
Bat Outta Helles,Munich Helles Lager,12,0.042,20,66,Freetail Brewing Company,San Antonio,TX
Original,American Amber / Red Ale,16.9,0.068,N/A,66,Freetail Brewing Company,San Antonio,TX
Rye Wit,Witbier,12,0.042,10,66,Freetail Brewing Company,San Antonio,TX
Soul Doubt,American IPA,12,0.059,70,66,Freetail Brewing Company,San Antonio,TX
Yo Soy Un Berliner,Berliner Weissbier,12,0.044,5,66,Freetail Brewing Company,San Antonio,TX
77 Fremont Select Spring Session IPA,American IPA,16,0.04,N/A,460,Fremont Brewing Company,Seattle,WA
Fremont Organic Pale Ale,American Pale Ale (APA),12,0.045,N/A,460,Fremont Brewing Company,Seattle,WA
Abominable Ale,English Strong Ale,12,0.08,N/A,460,Fremont Brewing Company,Seattle,WA
Harvest Ale,Saison / Farmhouse Ale,12,0.07%,35,460,Fremont Brewing Company,Seattle,WA
Fremont Summer Ale,American Pale Ale (APA),12,0.065,45,460,Fremont Brewing Company,Seattle,WA
Universale Pale Ale,American Pale Ale (APA),12,0.06%,30,460,Fremont Brewing Company,Seattle,WA
Interurban IPA,American IPA,12,0.07%,80,460,Fremont Brewing Company,Seattle,WA
Gateway Kolsch Style Ale,Kölsch,12,0.05%,32,433,French Broad Brewery,Asheville,NC
Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12,0.07%,24,433,French Broad Brewery,Asheville,NC
13 Rebels ESB,Extra Special / Strong Bitter (ESB),12,0.05%,42,433,French Broad Brewery,Asheville,NC
Salamander Slam,American IPA,12,0.07%,73,180,Frog Level Brewing Company,Waynesville,NC
Cack-A-Lacky,American Pale Ale (APA),12,0.05%,N/A,347,Fullsteam Brewery,Durham,NC
No Wake IPA,American IPA,12,0.072,50,228,Geneva Lake Brewing Company,Lake Geneva WI,
Boathouse Blonde,American Blonde Ale,12,0.049,15,228,Geneva Lake Brewing Company,Lake Geneva,WI
Cedar Point,American Amber / Red Ale,12,0.05,26,228,Geneva Lake Brewing Company,Lake Geneva,WI
Clean Shave IPA,American IPA,16,0.067,70,106,Glabrous Brewing Company,Pineland ME,
Might As Well IPL,American Pale Lager,12,0.072,75,240,Golden Road Brewing,Los Angeles CA,
Saison Pamplemousse,Saison / Farmhouse Ale,12,0.06%,35,240,Golden Road Brewing,Los Angeles,CA
2020 IPA,American IPA,12,0.074,74,240,Golden Road Brewing,Los Angeles,CA
Wolf Among Weeds IPA,American IPA,12,0.08,70,240,Golden Road Brewing,Los Angeles,CA
Better Weather IPA,American IPA,12,0.094,92,240,Golden Road Brewing,Los Angeles,CA
Point the Way IPA,American IPA,12,0.06%,60,240,Golden Road Brewing,Los Angeles,CA
Golden Road Hefeweizen,Hefeweizen,11.2,0.046,15,240,Golden Road Brewing,Los Angeles,CA
Heal the Bay IPA,American IPA,12,0.068,65,240,Golden Road Brewing,Los Angeles CA,
Point the Way IPA,American IPA,12,0.06%,60,240,Golden Road Brewing,Los Angeles,CA
Cabrillo Kölsch,Kölsch,12,0.05,N/A,240,Golden Road Brewing,Los Angeles,CA
Get Up Offa That Brown,American Brown Ale,12,0.055,20,240,Golden Road Brewing,Los Angeles,CA
Burning Bush Smoked IPA,American IPA,12,0.08,70,240,Golden Road Brewing,Los Angeles,CA
Wolf Among Weeds IPA (2012),American IPA,12,0.08,70,240,Golden Road Brewing,Los Angeles,CA
Point the Way IPA (2012),American IPA,12,0.059,60,240,Golden Road Brewing,Los Angeles,CA
Golden Road Hefeweizen (2012),Hefeweizen,12,0.05%,15,240,Golden Road Brewing,Los Angeles,CA
Vanilla Porter,American Porter,12,0.07,11,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI
Descender IPA,American IPA,12,0.07,70,464,Good Life Brewing Company,Bend,OR
Sweet As Pacific Ale,American Pale Wheat Ale,12,0.06,18,464,Good Life Brewing Company,Bend,OR
Good People Pale Ale,American Pale Ale (APA),12,0.06%,36,478,Good People Brewing Company,Birmingham,AL
Snake Handler Double IPA,American Double / Imperial IPA,12,0.093,103,478,Good People Brewing Company,Birmingham,AL
Coffee Oatmeal Stout,Oatmeal Stout,12,0.06,54,478,Good People Brewing Company,Birmingham,AL
Good People IPA,American IPA,12,0.06,64,478,Good People Brewing Company,Birmingham,AL
Good People American Brown Ale,American Brown Ale,12,0.06%,36,478,Good People Brewing Company,Birmingham,AL
Mountain Rescue Pale Ale,American Pale Ale (APA),12,0.055,40,194,Goodlife Brewing Co.,Bend,OR
Goose Island India Pale Ale,American IPA,16.9,0.059,55,196,Goose Island Brewery Company,Chicago,IL
312 Urban Pale Ale,American Pale Ale (APA),12,0.054,30,88,Goose Island Brewing Company,Chicago,IL
312 Urban Pale Ale,American Pale Ale (APA),12,0.05%,30,88,Goose Island Brewing Company,Chicago,IL
312 Urban Wheat Ale,American Pale Wheat Ale,12,0.04%,18,88,Goose Island Brewing Company,Chicago,IL
312 Urban Wheat Ale,American Pale Wheat Ale,12,0.04%,18,88,Goose Island Brewing Company,Chicago IL,
312 Urban Wheat Ale (2012),American Pale Wheat Ale,12,0.04%,20,88,Goose Island Brewing Company,Chicago,IL
Beaver Logger,American Pale Lager,12,0.05%,19,420,Gore Range Brewery,Edwards,CO
White Water Wheat,American Pale Wheat Ale,12,0.05,N/A,536,Grand Canyon Brewing Company,Williams,AZ
Grand Canyon American Pilsner,American Pilsner,13.5,0.05%,N/A,536,Grand Canyon Brewing Company,Williams,AZ
Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12,0.054,N/A,536,Grand Canyon Brewing Company,Williams,AZ
Black Iron India Pale Ale,American IPA,12,,N/A,536,Grand Canyon Brewing Company,Williams,AZ
Monarch Classic American Wheat,American Pale Wheat Ale,12,0.043,21,213,Grapevine Craft Brewery,Farmers Branch,TX
Sir William's English Brown Ale,English Brown Ale,12,0.049,21,213,Grapevine Craft Brewery,Farmers Branch,TX
Lakefire Rye Pale Ale,American Pale Ale (APA),12,0.055,35,213,Grapevine Craft Brewery,Farmers Branch,TX
Beer Agent Re-Ignition,American Blonde Ale,12,0.053,22,165,Great Crescent Brewery,Aurora,IN
Cherry Ale,Fruit / Vegetable Beer,12,0.057,18,165,Great Crescent Brewery,Aurora,IN
Bourbon Barrel Aged Coconut Porter,American Porter,12,0.056,33,165,Great Crescent Brewery,Aurora,IN
Great Crescent IPA,American IPA,13.5,0.062,60,165,Great Crescent Brewery,Aurora,IN
Aurora Lager,Dortmunder / Export Lager,12,0.057,27,165,Great Crescent Brewery,Aurora,IN
Great Crescent Blonde Ale,American Blonde Ale,12,0.053,22,165,Great Crescent Brewery,Aurora,IN
Great Crescent Coconut Porter,American Porter,12,0.056,33,165,Great Crescent Brewery,Aurora,IN
Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,12,0.06%,25,165,Great Crescent Brewery,Aurora,IN
Great Crescent Brown Ale,American Brown Ale,12,0.045,36,165,Great Crescent Brewery,Aurora,IN
Cherry Ale (1),Fruit / Vegetable Beer,12,0.057,18,165,Great Crescent Brewery,Aurora,IN
Aurora Lager (2011),Dortmunder / Export Lager,12,0.06%,27,165,Great Crescent Brewery,Aurora,IN
Frosted Fields Winter Wheat,American Dark Wheat Ale,12,0.06%,25,165,Great Crescent Brewery,Aurora,IN
Great Crescent Belgian Style Wit,Witbier,12,0.051,13,165,Great Crescent Brewery,Aurora IN,
Bourbon's Barrel Stout,American Stout,12,0.075,65,165,Great Crescent Brewery,Aurora,IN
Great Crescent Stout,English Stout,8,0.08,66,165,Great Crescent Brewery,Aurora,IN
Great Crescent Coconut Porter (2012),American Porter,12,0.06%,33,165,Great Crescent Brewery,Aurora,IN
Great Crescent Dark Lager,Euro Dark Lager,12,0.057,23,165,Great Crescent Brewery,Aurora,IN
Great Crescent Mild Ale,English Dark Mild Ale,12,0.042,26,165,Great Crescent Brewery,Aurora,IN
Great Crescent IPA (2011),American IPA,13.5,0.06%,60,165,Great Crescent Brewery,Aurora,IN
Great Crescent Blonde Ale (2011),American Blonde Ale,12,0.05%,22,165,Great Crescent Brewery,Aurora,IN
Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12,0.05,N/A,6,Great Divide Brewing Company,Denver,CO
Hibernation Ale,Old Ale,12,0.087,N/A,6,Great Divide Brewing Company,Denver,CO
Whitewater,American Pale Wheat Ale,12,0.06%,N/A,6,Great Divide Brewing Company,Denver,CO
Rumble,American IPA,12,0.071,N/A,6,Great Divide Brewing Company,Denver,CO
Orabelle,Tripel,12,0.08%,N/A,6,Great Divide Brewing Company,Denver CO,
Lasso,American IPA,13.5,0.05,N/A,6,Great Divide Brewing Company,Denver,CO
Yeti  Imperial Stout,Russian Imperial Stout,12,0.10%,75,6,Great Divide Brewing Company,Denver,CO
Colette,Saison / Farmhouse Ale,12,0.07%,N/A,6,Great Divide Brewing Company,Denver,CO
Titan IPA,American IPA,12,0.071,N/A,6,Great Divide Brewing Company,Denver,CO
Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,12,0.05%,15,543,Great Northern Brewing Company,Whitefish,MT
Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12,0.045,15,543,Great Northern Brewing Company,Whitefish,MT
Commotion APA,American Pale Ale (APA),16,0.052,49,269,Great Raft Brewing Company,Shreveport,LA
Southern Drawl Pale Lager,American Pale Lager,12,0.052,N/A,269,Great Raft Brewing Company,Shreveport,LA
Chickawawa Lemonale,Fruit / Vegetable Beer,12,0.05,5,365,Great River Brewery,Davenport,IA
Barrel Aged Farmer,American Brown Ale,12,0.07%,22,365,Great River Brewery,Davenport,IA
Great River Golden Ale,American Blonde Ale,12,0.048,N/A,365,Great River Brewery,Davenport,IA
Dirty Blonde Chocolate Ale,American Blonde Ale,12,0.048,N/A,365,Great River Brewery,Davenport,IA
Dos Pistolas,Vienna Lager,12,0.05%,20,365,Great River Brewery,Davenport,IA
Owney Irish Style Red Ale,Irish Red Ale,12,0.05,30,365,Great River Brewery,Davenport,IA
Aaah Bock Lager,Vienna Lager,12,0.06%,N/A,365,Great River Brewery,Davenport,IA
Widespread Wit,Witbier,12,0.055,10,365,Great River Brewery,Davenport,IA
Roller Dam Red Ale,Irish Red Ale,12,0.05%,30,365,Great River Brewery,Davenport,IA
483 Pale Ale,American Pale Ale (APA),12,0.053,48,365,Great River Brewery,Davenport,IA
Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,12,0.09%,99,365,Great River Brewery,Davenport,IA
Farmer Brown Ale,American Brown Ale,11.2,0.07,22,365,Great River Brewery,Davenport,IA
Big Cock IPA,American IPA,12,0.07%,70,365,Great River Brewery,Davenport,IA
Oktoberfest,Märzen / Oktoberfest,12,0.06%,25,365,Great River Brewery,Davenport,IA
40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,12,0.048,25,365,Great River Brewery,Davenport,IA
Redband Stout,American Stout,12,0.06%,36,365,Great River Brewery,Davenport,IA
483 Pale Ale (2010),American Pale Ale (APA),12,0.05%,48,365,Great River Brewery,Davenport,IA
Roller Dam Red Ale (2010),Irish Red Ale,12,0.054,30,365,Great River Brewery,Davenport,IA
Pablo Beach Pale Ale,American Pale Ale (APA),12,0.05%,30,466,Green Room Brewing,Jacksonville,FL
Wild Trail Pale Ale,American Pale Ale (APA),11.2,0.057,44,156,Greenbrier Valley Brewing Company,Lewisburg,WV
Mothman Black IPA,American Black Ale,12,0.067,71,156,Greenbrier Valley Brewing Company,Lewisburg,WV
Autumn Winds Fest Beer,Märzen / Oktoberfest,12,0.058,N/A,86,Grey Sail Brewing Company,Westerly,RI
Captain's Daughter,American Double / Imperial IPA,12,0.085,69,86,Grey Sail Brewing Company,Westerly,RI
Autumn Winds,Märzen / Oktoberfest,12,0.058,N/A,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Flying Jenny Extra Pale Ale,American Pale Ale (APA),12,0.06%,54,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Hazy Day Belgian-Style Wit,Witbier,12,0.04,20,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Bring Back the Beach Blonde Ale,American Blonde Ale,12,0.055,N/A,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Leaning Chimney Smoked Porter,American Porter,12,0.06,34,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12,0.06%,54,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Flagship Ale,Cream Ale,12,0.05%,22,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Mr. Blue Sky,American Pale Wheat Ale,12,0.045,6,124,Griffin Claw Brewing Company,Birmingham,MI
3 Scrooges,Winter Warmer,12,0.07%,N/A,124,Griffin Claw Brewing Company,Birmingham,MI
Screamin’ Pumpkin,Pumpkin Ale,12,0.05,25,124,Griffin Claw Brewing Company,Birmingham,MI
Grand Trunk Bohemian Pils,Czech Pilsener,12,0.05%,35,124,Griffin Claw Brewing Company,Birmingham,MI
El Rojo,American Amber / Red Ale,12,0.065,25,124,Griffin Claw Brewing Company,Birmingham,MI
Norm's Raggedy Ass IPA,American IPA,12,0.075,N/A,124,Griffin Claw Brewing Company,Birmingham,MI
Grind Line,American Pale Ale (APA),12,0.05%,35,124,Griffin Claw Brewing Company,Birmingham,MI
Norm's Gateway IPA,American IPA,12,0.04,55,124,Griffin Claw Brewing Company,Birmingham,MI
Lemon Shandy Tripel,Tripel,12,0.09,N/A,124,Griffin Claw Brewing Company,Birmingham,MI
